2,1000000,10,2.631658
2,1000000,1000,0.217439
4,1000000,10,1.548918
4,1000000,1000,0.144114
8,1000000,10,1.048331
8,1000000,1000,0.094168
12,1000000,10,0.541552
12,1000000,1000,0.073237
16,1000000,10,0.543065
16,1000000,1000,0.064598
24,1000000,10,0.541547
24,1000000,1000,0.054597
32,1000000,10,0.597031
32,1000000,1000,0.050561
48,1000000,10,0.572111
48,1000000,1000,0.049317
64,1000000,10,0.573342
64,1000000,1000,0.048561
