2,1000000,10,5.189939
2,1000000,1000,0.229653
2,800,10,0.000228
2,800,1000,0.00171
2,6500,10,0.001209
2,6500,1000,0.003405
4,1000000,10,5.360751
4,1000000,1000,0.248739
4,800,10,0.00046
4,800,1000,0.001791
4,6500,10,0.002429
4,6500,1000,0.004189
8,1000000,10,5.478771
8,1000000,1000,0.445709
8,800,10,0.000519
8,800,1000,0.002192
8,6500,10,0.002974
8,6500,1000,0.004707
12,1000000,10,5.338794
12,1000000,1000,0.428483
12,800,10,0.000625
12,800,1000,0.002166
12,6500,10,0.002887
12,6500,1000,0.005346
16,1000000,10,5.429862
16,1000000,1000,0.449981
16,800,10,0.000736
16,800,1000,0.002228
16,6500,10,0.003166
16,6500,1000,0.005078
24,1000000,10,5.493535
24,1000000,1000,0.473158
24,800,10,0.000892
24,800,1000,0.002462
24,6500,10,0.003424
24,6500,1000,0.005224
32,1000000,10,5.493822
32,1000000,1000,0.503305
32,800,10,0.001153
32,800,1000,0.002683
32,6500,10,0.004532
32,6500,1000,0.006602
48,1000000,10,5.874473
48,1000000,1000,0.840075
48,800,10,0.001198
48,800,1000,0.002796
48,6500,10,0.005672
48,6500,1000,0.008023
64,1000000,10,5.791454
64,1000000,1000,0.843251
64,800,10,0.002038
64,800,1000,0.003333
64,6500,10,0.006036
64,6500,1000,0.009203
