2,1000000,10,3.799896
2,1000000,1000,1.358164
2,800,10,0.001252
2,800,1000,0.003513
2,6500,10,0.009091
2,6500,1000,0.012803
4,1000000,10,2.554716
4,1000000,1000,2.06646
4,800,10,0.001829
4,800,1000,0.004532
4,6500,10,0.01261
4,6500,1000,0.019686
8,1000000,10,1.897786
8,1000000,1000,2.946926
8,800,10,0.002602
8,800,1000,0.005548
8,6500,10,0.016646
8,6500,1000,0.030803
12,1000000,10,1.86494
12,1000000,1000,3.380935
12,800,10,0.003224
12,800,1000,0.007445
12,6500,10,0.020125
12,6500,1000,0.042099
16,1000000,10,1.956757
16,1000000,1000,3.738535
16,800,10,0.003628
16,800,1000,0.008529
16,6500,10,0.022816
16,6500,1000,0.052489
24,1000000,10,2.142043
24,1000000,1000,3.88013
24,800,10,0.004696
24,800,1000,0.010565
24,6500,10,0.022995
24,6500,1000,0.074081
32,1000000,10,2.397103
32,1000000,1000,4.01313
32,800,10,0.005568
32,800,1000,0.01257
32,6500,10,0.023706
32,6500,1000,0.08944
48,1000000,10,1.73506
48,1000000,1000,4.209163
48,800,10,0.00834
48,800,1000,0.074184
48,6500,10,0.028389
48,6500,1000,0.145367
64,1000000,10,1.580235
64,1000000,1000,4.406942
64,800,10,0.00949
64,800,1000,0.097699
64,6500,10,0.028773
64,6500,1000,0.184168
