2,1,1,0.047
2,1,10,0.046200000000000005
2,1,100,0.0466
2,1,1000,0.0454
2,1,10000,0.0448
2,1,100000,0.0482
2,10,1,0.0484
2,10,10,0.0412
2,10,100,0.0448
2,10,1000,0.0468
2,10,10000,0.045200000000000004
2,10,100000,0.0456
2,100,1,0.046
2,100,10,0.047799999999999995
2,100,100,0.0454
2,100,1000,0.0458
2,100,10000,0.045200000000000004
2,100,100000,0.0456
2,1000,1,0.047
2,1000,10,0.0428
2,1000,100,0.0454
2,1000,1000,0.0474
2,1000,10000,0.047799999999999995
2,1000,100000,0.0448
2,10000,1,0.0454
2,10000,10,0.0474
2,10000,100,0.0472
2,10000,1000,0.040400000000000005
2,10000,10000,0.0454
2,10000,100000,0.0442
2,100000,1,0.047
2,100000,10,0.0468
2,100000,100,0.047799999999999995
2,100000,1000,0.0456
2,100000,10000,0.0456
2,100000,100000,0.047599999999999996
2,1000000,1,0.046200000000000005
2,1000000,10,0.047599999999999996
2,1000000,100,0.0458
2,1000000,1000,0.0466
2,1000000,10000,0.046400000000000004
2,1000000,100000,0.046400000000000004
4,1,1,0.0468
4,1,10,0.0466
4,1,100,0.047799999999999995
4,1,1000,0.047799999999999995
4,1,10000,0.0456
4,1,100000,0.045
4,10,1,0.0466
4,10,10,0.0456
4,10,100,0.045
4,10,1000,0.047
4,10,10000,0.046200000000000005
4,10,100000,0.0456
4,100,1,0.046400000000000004
4,100,10,0.0472
4,100,100,0.046400000000000004
4,100,1000,0.048
4,100,10000,0.046400000000000004
4,100,100000,0.0442
4,1000,1,0.046
4,1000,10,0.0422
4,1000,100,0.046200000000000005
4,1000,1000,0.0468
4,1000,10000,0.047599999999999996
4,1000,100000,0.0446
4,10000,1,0.0466
4,10000,10,0.0444
4,10000,100,0.0472
4,10000,1000,0.0458
4,10000,10000,0.0458
4,10000,100000,0.0458
4,100000,1,0.0458
4,100000,10,0.046200000000000005
4,100000,100,0.0442
4,100000,1000,0.046200000000000005
4,100000,10000,0.0474
4,100000,100000,0.0474
4,1000000,1,0.0434
4,1000000,10,0.045200000000000004
4,1000000,100,0.043
4,1000000,1000,0.0474
4,1000000,10000,0.0468
4,1000000,100000,0.046
8,1,1,0.0456
8,1,10,0.047599999999999996
8,1,100,0.045200000000000004
8,1,1000,0.0466
8,1,10000,0.046400000000000004
8,1,100000,0.0468
8,10,1,0.043
8,10,10,0.0446
8,10,100,0.0438
8,10,1000,0.045200000000000004
8,10,10000,0.0472
8,10,100000,0.0444
8,100,1,0.0458
8,100,10,0.0468
8,100,100,0.046
8,100,1000,0.0458
8,100,10000,0.0466
8,100,100000,0.0472
8,1000,1,0.044
8,1000,10,0.0466
8,1000,100,0.0454
8,1000,1000,0.0444
8,1000,10000,0.045200000000000004
8,1000,100000,0.0466
8,10000,1,0.046400000000000004
8,10000,10,0.0472
8,10000,100,0.0444
8,10000,1000,0.0466
8,10000,10000,0.0446
