2,1000000,10,5.178967
2,1000000,1000,0.173781
4,1000000,10,5.382729
4,1000000,1000,0.321292
8,1000000,10,5.540303
8,1000000,1000,0.503778
12,1000000,10,5.604608
12,1000000,1000,0.610562
16,1000000,10,5.68601
16,1000000,1000,0.652436
24,1000000,10,5.736168
24,1000000,1000,0.733963
32,1000000,10,5.697253
32,1000000,1000,0.762494
48,1000000,10,5.845692
48,1000000,1000,0.753484
64,1000000,10,5.844467
64,1000000,1000,0.739804
